Gene A	Gene B	Uniprot A	Uniprot B	Symbol A	Symbol B	p(Wrong)	p(No Interaction)	p(Interaction)
9577	1116	Q9NXR7-1	P36222	BRE	CHI3L1	2.54556503963313e-9	0.220112371487474	0.779887625966961
8801	7705	Q96I99	Q15072	SUCLG2	ZNF146	4.20876445075202e-7	0.0316122507814921	0.968387328342063
8801	56521	Q96I99	Q9UKB3-2	SUCLG2	DNAJC12	0.000898951261974457	0.0261700241135518	0.972931024624474
8801	63917	Q96I99	Q8NCW6	SUCLG2	GALNT11	6.19429329343236e-12	0.0395322868010458	0.96046771319276
6861	245973	O00445	Q8NEY4	SYT5	ATP6V1C2	1.33011680013519e-12	0.110487416679371	0.889512583319299
6861	114299	O00445	Q8IXS6	SYT5	PALM2	8.45048877586504e-8	0.209012556226496	0.790987359268617
6861	6857	O00445	P21579	SYT5	SYT1	3.39207918143163e-9	5.23609231682879e-7	0.999999472998689
8577	201266	Q8IYR6	Q8N1S5	TMEFF1	SLC39A11	5.00367240527342e-10	0.231427834223921	0.768572165275712
8577	478	Q8IYR6	P13637	TMEFF1	ATP1A3	5.29712674954197e-13	0.242512372476385	0.757487627523085
8577	55240	Q8IYR6	Q658P3-2	TMEFF1	STEAP3	2.17693765036821e-10	0.0000183714720987696	0.999981628310208
8577	2247	Q8IYR6	P09038-1	TMEFF1	FGF2	0.0141703144418097	2.47009161129136e-7	0.985829438549029
8577	3032	Q8IYR6	P55084	TMEFF1	HADHB	3.470049758262e-10	0.235627664063541	0.764372335589454
8577	55763	Q8IYR6	Q9NV70-2	TMEFF1	EXOC1	3.46878617891271e-8	0.166420968212198	0.83357899709994
8577	25921	Q8IYR6	Q9C0B5-2	TMEFF1	ZDHHC5	6.15458904080445e-12	0.0000663398982009761	0.999933660095645
8577	27032	Q8IYR6	P98194-2	TMEFF1	ATP2C1	4.28944205423673e-13	0.0120451733748913	0.98795482662468
8577	56980	Q8IYR6	Q9NQV6-1	TMEFF1	PRDM10	3.64870047702285e-8	0.0376443104229138	0.962355653090082
8577	617	Q8IYR6	Q9Y276	TMEFF1	BCS1L	5.75560621454631e-8	0.0000295041291270747	0.999970438314811
8577	51108	Q8IYR6	Q9H1A3-2	TMEFF1	METTL9	1.59802007271276e-13	0.119933050345532	0.880066949654308
8577	25896	Q8IYR6	Q9NVH2-2	TMEFF1	INTS7	4.43875511335682e-11	0.00228895330172165	0.997711046653891
8577	51125	Q8IYR6	Q7Z5G4	TMEFF1	GOLGA7	0.167803443712854	0.0000679005225641828	0.832128655764581
8577	79896	Q8IYR6	Q8IYQ7	TMEFF1	THNSL1	7.94201453114132e-9	0.00048849392653664	0.999511498131449
8577	57181	Q8IYR6	Q9ULF5	TMEFF1	SLC39A10	1.03549380453975e-12	0.12029021215601	0.879709787842954
8577	3764	Q8IYR6	Q15842	TMEFF1	KCNJ8	3.62806112530874e-10	0.0661304888674102	0.933869510769784
8577	56650	Q8IYR6	Q9NY35-2	TMEFF1	CLDND1	0.022794708847672	0.000290141232405414	0.976915149919922
8577	10202	Q8IYR6	Q13268	TMEFF1	DHRS2	0.0133700554332597	1.44766923116237e-6	0.986628496897509
79865	489	Q5T2D2	Q93084-2	TREML2	ATP2A3	1.36446816613394e-13	0.0000393392558528725	0.999960660744011
79865	54884	Q5T2D2	Q6NUM9-2	TREML2	RETSAT	1.45325963980104e-10	0.0818499793458604	0.918150020508814
79865	51635	Q5T2D2	Q9Y394-2	TREML2	DHRS7	6.94218775466301e-9	0.0205520486019368	0.979447944455875
79865	1595	Q5T2D2	Q16850-2	TREML2	CYP51A1	1.27291265589913e-11	0.140989834781696	0.859010165205574
79865	58533	Q5T2D2	Q9UNH7	TREML2	SNX6	1.0095015569469e-8	0.000127769854569854	0.999872220050415
79865	6643	Q5T2D2	O60749	TREML2	SNX2	2.0210575496836e-9	0.0174808191435847	0.982519178835358
79865	118987	Q5T2D2	Q8NEN9	TREML2	PDZD8	3.82099480092436e-6	0.00486654560710089	0.995129633398098
79865	6713	Q5T2D2	Q14534	TREML2	SQLE	0.00309535243545901	0.00152782177243188	0.995376825792109
79865	5870	Q5T2D2	P20340-2	TREML2	RAB6A	0.0000376740216225838	0.00766298421780063	0.992299341760577
79865	2052	Q5T2D2	P07099	TREML2	EPHX1	1.01313419622373e-9	0.106114299316207	0.893885699670659
79865	100134938	Q5T2D2	B0FP48	TREML2	UPK3BL	3.46984072732135e-6	0.143136399480108	0.856860130679164
79865	23344	Q5T2D2	Q9BSJ8-2	TREML2	ESYT1	5.67827637855215e-13	0.222310764058159	0.777689235941273
79865	22890	Q5T2D2	Q9Y2K1-2	TREML2	ZBTB1	2.76372337135121e-6	0.0000191432044610496	0.999978093072168
79865	440138	Q5T2D2	Q2TAA5	TREML2	ALG11	1.02434248557638e-6	0.221945381216835	0.778053594440679
56302	9958	E9PBZ6	Q9Y4E8-2	TRPV5	USP15	2.44287376310435e-13	0.036414676675592	0.963585323324164
56302	80324	E9PBZ6	Q9Y606-2	TRPV5	PUS1	7.61121204289215e-12	0.000264262397511246	0.999735737594878
56302	55269	E9PBZ6	Q8WXF1-2	TRPV5	PSPC1	3.57606982438088e-6	0.177861798030168	0.822134625900008
56302	6774	E9PBZ6	P40763-2	TRPV5	STAT3	5.32963229936731e-15	0.0000706571490437035	0.999929342850951
56302	22934	E9PBZ6	P49247	TRPV5	RPIA	0.0000661411119059268	0.00015410751948468	0.999779751368609
56302	10009	E9PBZ6	Q86T24	TRPV5	ZBTB33	2.97470069129406e-6	0.0991197489752927	0.900877276324016
56302	466	E9PBZ6	P18846	TRPV5	ATF1	0.00486599842107046	0.0000137444356084351	0.995120257143321
56302	1385	E9PBZ6	P16220-2	TRPV5	CREB1	1.36173284680358e-6	0.0192429378392036	0.98075570042795
56302	55006	E9PBZ6	Q9BVS5	TRPV5	TRMT61B	3.50365842529174e-9	0.0730768306841098	0.926923165812232
56302	29128	E9PBZ6	Q96T88	TRPV5	UHRF1	2.46102645085931e-8	0.0000382688389884737	0.999961706550747
56302	2730	E9PBZ6	P48507	TRPV5	GCLM	0.020681820628041	0.0000823764959408773	0.979235802876018
56302	3150	E9PBZ6	P05114	TRPV5	HMGN1	3.83327092615947e-6	0.172387374773467	0.827608791955607
56302	7528	E9PBZ6	P25490	TRPV5	YY1	0.0161752022764638	0.0381861123331446	0.945638685390392
56302	129401	E9PBZ6	Q8NFH5	TRPV5	NUP35	4.80155622076175e-6	0.0133258670031152	0.986669331440664
56302	51444	E9PBZ6	Q8WVD3-2	TRPV5	RNF138	0.00882189199588403	0.00213421987131028	0.989043888132806
56302	2671	E9PBZ6	P55789	TRPV5	GFER	0.00186977600820266	0.0254048886630221	0.972725335328775
56302	7337	E9PBZ6	Q05086-2	TRPV5	UBE3A	0.000273798305673334	0.0000939165858716473	0.999632285108455
79908	8455	Q6UX41	O75882-2	BTNL8	ATRN	8.976733063084e-8	0.0521555035873981	0.947844406645271
79908	23240	Q6UX41	A2VDJ0-5	BTNL8	KIAA0922	1.49012796348134e-11	0.00324230560427824	0.99675769438082
79908	9254	Q6UX41	Q9NY47-2	BTNL8	CACNA2D2	1.11514724601328e-11	0.0819081478664068	0.918091852122442
79908	79867	Q6UX41	Q96GX1	BTNL8	TCTN2	2.15216821820957e-10	0.000220175101797028	0.999779824682986
79908	25963	Q6UX41	Q8NBN3-3	BTNL8	TMEM87A	3.01599782757082e-7	0.11573645649534	0.884263241904877
79908	3673	Q6UX41	P17301	BTNL8	ITGA2	1.19488791240118e-11	4.13623343834942e-6	0.999995863754613
79908	4238	Q6UX41	P55082	BTNL8	MFAP3	1.53180958390402e-10	0.015241839243874	0.984758160602945
79908	79937	Q6UX41	Q9BZ76-2	BTNL8	CNTNAP3	6.98686038852546e-9	0.00957961228030525	0.990420380732834
79908	5754	Q6UX41	Q13308-2	BTNL8	PTK7	1.87982251088356e-16	0.0118890922657556	0.988110907734244
79908	23341	Q6UX41	Q9Y2G8	BTNL8	DNAJC16	2.11597477225031e-12	0.00157318643515037	0.998426813562734
79908	3655	Q6UX41	P23229-2	BTNL8	ITGA6	1.89955859186336e-12	0.000763872863418336	0.999236127134682
79908	949	Q6UX41	Q8WTV0-2	BTNL8	SCARB1	1.18775488358313e-10	0.000343136094904266	0.99965686378632
79908	22937	Q6UX41	Q12770	BTNL8	SCAP	3.0906806052368e-11	0.130424555424704	0.869575444544389
79908	3140	Q6UX41	Q95460-3	BTNL8	MR1	0.0780394094215838	0.0822814291178368	0.839679161460579
79908	54664	Q6UX41	Q9NUM4	BTNL8	TMEM106B	3.19255177078668e-13	0.0161771293960008	0.98382287060368
79908	54805	Q6UX41	Q9H8M5-2	BTNL8	CNNM2	1.88193034100208e-10	0.135963441631785	0.864036558180022
79908	26507	Q6UX41	Q9NRU3-2	BTNL8	CNNM1	4.34985234227934e-11	0.0000164807947744953	0.999983519161727
79908	4012	Q6UX41	Q9UIQ6-2	BTNL8	LNPEP	6.41587666586529e-11	0.000207646967996741	0.999792352967845
79908	23654	Q6UX41	O15031	BTNL8	PLXNB2	1.60634886889672e-11	0.114062332398533	0.885937667585404
79908	387921	Q6UX41	Q5JS37	BTNL8	NHLRC3	0.0000101360937022816	0.126652295437664	0.873337568468634
79908	81831	Q6UX41	Q8NC67	BTNL8	NETO2	1.35776255273905e-13	0.022884718951297	0.977115281048567
79908	84910	Q6UX41	Q96K49-2	BTNL8	TMEM87B	0.00171283965011013	0.000343140065099936	0.99794402028479
79908	284996	Q6UX41	Q8NC42	BTNL8	RNF149	9.34467170962167e-10	0.000841760742699527	0.999158238322833
79908	124446	Q6UX41	Q86XT9	BTNL8	TMEM219	2.05739238269411e-6	0.0151885734639221	0.984809369143695
79908	8516	Q6UX41	P53708	BTNL8	ITGA8	1.78467339686897e-10	0.000547033802292067	0.999452966019241
79908	23295	Q6UX41	O60291-2	BTNL8	MGRN1	4.57545067257325e-10	0.0276544226729538	0.972345576869501
79908	3679	Q6UX41	Q13683-12	BTNL8	ITGA7	1.02797553953697e-11	0.0582382040797466	0.941761795909974
79908	2743	Q6UX41	P48167	BTNL8	GLRB	0.0000387118012836829	7.47291921583417e-6	0.999953815279501
79908	781	Q6UX41	P54289-2	BTNL8	CACNA2D1	2.29877297601684e-11	0.0193216109981309	0.980678388978881
79908	80055	Q6UX41	Q75T13	BTNL8	PGAP1	1.23242553345711e-12	0.0816893125287088	0.918310687470059
79908	23762	Q6UX41	Q969R2	BTNL8	OSBP2	0.00939561388408323	6.59423788820912e-8	0.990604320173538
79908	5007	Q6UX41	P22059	BTNL8	OSBP	1.42031791744636e-11	0.0322596923956959	0.967740307590101
79908	3953	Q6UX41	P48357-2	BTNL8	LEPR	0.0000266451849325282	4.70850951589382e-6	0.999968646305551
79908	55254	Q6UX41	Q9NV64	BTNL8	TMEM39A	0.000112790726417666	0.14739114432132	0.852496064952262
79908	10585	Q6UX41	Q9Y6A1-2	BTNL8	POMT1	0.00326675911522519	0.150979833324044	0.845753407560731
79908	55819	Q6UX41	Q86XS8	BTNL8	RNF130	2.60018812567253e-13	0.0437828446802412	0.956217155319499
79908	3676	Q6UX41	P13612	BTNL8	ITGA4	3.09932555043569e-7	0.0092414478655428	0.990758242201902
79908	5738	Q6UX41	Q9P2B2	BTNL8	PTGFRN	5.18464579081459e-10	0.0971698332657357	0.9028301662158
79908	79583	Q6UX41	Q9H6L2	BTNL8	TMEM231	4.35742088247897e-9	0.0000101910266805148	0.999989804615899
79908	84236	Q6UX41	Q8TEB9-2	BTNL8	RHBDD1	0.0085524775610752	0.00204783968323195	0.989399682755693
79908	80213	Q6UX41	Q9BRN9	BTNL8	TM2D3	1.51487459372595e-7	0.12008366756384	0.8799161809487
51112	51399	Q8WVT3	Q9Y296	TTC15	TRAPPC4	8.55595176896201e-11	1.29947186709283e-6	0.999998700442573
51112	55165	Q8WVT3	Q53EZ4	TTC15	CEP55	4.45781249890172e-9	8.15094441569089e-8	0.999999914032743
51112	60684	Q8WVT3	Q7Z392	TTC15	C4orf41	4.08523559870555e-11	9.41522464710766e-10	0.999999999017625
51112	22878	Q8WVT3	Q9Y2L5-2	TTC15	TRAPPC8	2.1342591175994e-11	2.22977858998042e-8	0.999999977680871
51112	122553	Q8WVT3	Q86SZ2	TTC15	TRAPPC6B	8.40543926609708e-11	0.0000129519805942631	0.999987047935351
51112	58485	Q8WVT3	Q9Y5R8	TTC15	TRAPPC1	1.08135086595056e-11	4.78837575265816e-6	0.999995211613434
51112	79090	Q8WVT3	O75865-2	TTC15	TRAPPC6A	0.0144905836278461	1.53540204585516e-8	0.985509401018133
51112	278	Q8WVT3	P04745	TTC15	AMY1C	1.25112135331873e-9	0.0205169366866705	0.979483062062208
51112	27095	Q8WVT3	O43617	TTC15	TRAPPC3	1.2454569810349e-14	0.000063649686966513	0.999936350313021
51112	126003	Q8WVT3	Q8IUR0	TTC15	TRAPPC5	4.46879875357885e-8	0.000886059577839278	0.999113895734173
51112	26098	Q8WVT3	Q3B7T1	TTC15	C10orf137	1.31293841380006e-13	0.0000521745519454068	0.999947825447923
51112	51693	Q8WVT3	Q9UL33-2	TTC15	TRAPPC2L	2.04821867790244e-11	0.0000211600111322025	0.999978839968386
51112	6399	Q8WVT3	O14582	TTC15	TRAPPC2	6.78686115436736e-12	0.000895096376180277	0.999104903617033
84993	7314	Q96S82	P0CG47	UBL7	UBB	4.13197944621831e-14	0.0000204665480743373	0.999979533451884
84993	10277	Q96S82	O95155	UBL7	UBE4B	4.06108102937842e-13	4.64929915587245e-10	0.999999999534664
84993	278	Q96S82	P04745	UBL7	AMY1C	1.93302914500747e-13	0.0160962765089418	0.983903723490865
84993	10013	Q96S82	Q9UBN7	UBL7	HDAC6	2.54015063779564e-6	0.0000141927381818859	0.99998326711118
144097	169981	Q9BUA3	Q5JUX0	C11orf84	SPIN3	1.98031243710773e-12	6.56886946997608e-9	0.99999999342915
148523	7169	Q8N365	P07951-2	C1orf51	TPM2	2.955128595695e-9	0.0250481242494315	0.97495187279544
148523	124220	Q8N365	Q96DA0	C1orf51	ZG16B	1.53940161536646e-11	0.0252931251688878	0.974706874815718
148523	3494	Q8N365	P01877	C1orf51	IGHA2	7.61775805602797e-8	0.00035901201070477	0.999640911811715
63939	30835	Q9NTX9	Q9NNX6-2	C20orf177	CD209	2.73226104849005e-9	0.0000901253154221087	0.999909871952317
63939	22858	Q9NTX9	Q9UPZ9	C20orf177	ICK	1.0270685861266e-6	0.0867208320444148	0.913278140886999
63939	640	Q9NTX9	P51451	C20orf177	BLK	0.000846473424889927	0.000714637410093341	0.998438889165017
63939	4690	Q9NTX9	P16333	C20orf177	NCK1	0.000152745612164148	0.0326855589100865	0.967161695477749
63939	8440	Q9NTX9	O43639	C20orf177	NCK2	1.16931574791297e-9	0.000392071811078863	0.999607927019605
63939	9230	Q9NTX9	Q15907	C20orf177	RAB11B	8.35018184225689e-11	0.00847927173725499	0.991520728179243
63939	125972	Q9NTX9	Q96L12	C20orf177	CALR3	5.29422035098593e-11	0.000199512351764051	0.999800487595294
63939	4759	Q9NTX9	Q9Y3R4	C20orf177	NEU2	2.74353996805618e-12	1.05139053701675e-6	0.999998948606719
63939	1848	Q9NTX9	Q16828	C20orf177	DUSP6	6.94871786112142e-6	0.00191259927819157	0.998080452003947
63939	80223	Q9NTX9	Q6WKZ4	C20orf177	RAB11FIP1	1.75562176748977e-11	0.156973960877549	0.843026039104895
25980	23020	Q9Y312	O75643	C20orf4	SNRNP200	3.09464743145473e-12	0.0141990361450709	0.985800963851835
25980	10594	Q9Y312	Q6P2Q9	C20orf4	PRPF8	1.10107998869326e-12	0.0156985094791825	0.984301490519716
25980	9343	Q9Y312	Q15029	C20orf4	EFTUD2	2.27080643866901e-12	0.0775700196993171	0.922429980298412
25980	91875	Q9Y312	Q8N0Z6	C20orf4	TTC5	0.00953206027564958	0.0348767475065081	0.955591192217842
25980	84514	Q9Y312	Q8N2G8	C20orf4	GHDC	2.11944635703428e-9	0.0000481772652582438	0.999951820615295
25980	11319	Q9Y312	O95905	C20orf4	ECD	8.54679504268743e-13	0.0000223867213685315	0.999977613277777
25980	23154	Q9Y312	Q9UBB6-2	C20orf4	NCDN	6.2347114971972e-11	0.173463825617232	0.82653617432042
25980	84138	Q9Y312	Q96CW6	C20orf4	SLC7A6OS	2.30151918551137e-7	2.38423036859854e-6	0.999997385617713
25980	100507436	Q9Y312	E7EP37	C20orf4	MICA	0.0479578545389092	0.0223420701519236	0.929700075309167
25980	741	Q9Y312	Q9UHR6	C20orf4	ZNHIT2	1.7869986537779e-8	0.00143685326747279	0.998563128862541
25980	79786	Q9Y312	Q8N4N3	C20orf4	KLHL36	2.6294131878055e-8	0.0000119128533600969	0.999988060852508
441476	9361	Q8N7X2-2	P36776	C9orf173	LONP1	5.80261407762615e-9	0.246265803628544	0.753734190568842
125972	51366	Q96L12	O95071	CALR3	UBR5	4.68634639766333e-13	0.0222516162731102	0.977748383726421
125972	2195	Q96L12	Q14517	CALR3	FAT1	4.82039465353302e-13	0.243712197187513	0.756287802812005
125972	10956	Q96L12	Q13438	CALR3	OS9	1.48373006513929e-12	0.242238376889725	0.757761623108791
125972	84059	Q96L12	Q8WXG9-3	CALR3	GPR98	3.75470317790496e-10	0.00733129057816916	0.992668709046361
125972	8516	Q96L12	P53708	CALR3	ITGA8	0.000123410643677793	0.0153788160663805	0.984497773289942
125972	341640	Q96L12	Q5SZK8-2	CALR3	FREM2	5.36366272714932e-12	0.21799954289285	0.782000457101786
125972	1203	Q96L12	O75503	CALR3	CLN5	4.54425849266395e-9	0.10274193522892	0.897258060226822
125972	54972	Q96L12	Q24JP5-2	CALR3	TMEM132A	7.50016808692613e-7	0.0182135552986394	0.981785694684552
57118	8536	Q8IU85	Q14012	CAMK1D	CAMK1	5.62213124538739e-14	1.63688515941173e-9	0.999999998363059
57118	57172	Q8IU85	Q96NX5-2	CAMK1D	CAMK1G	0.0114537521941527	1.83961833705678e-8	0.988546229409664
57118	124220	Q8IU85	Q96DA0	CAMK1D	ZG16B	2.00513375331218e-9	0.00638989145439225	0.993610106540474
57118	54814	Q8IU85	Q9NXS2	CAMK1D	QPCTL	1.72094269120697e-12	0.198442677831366	0.801557322166913
57118	4589	Q8IU85	Q8TAX7	CAMK1D	MUC7	1.04030214117698e-6	0.0000187889497476852	0.999980170748111
57118	278	Q8IU85	P04745	CAMK1D	AMY1C	8.43440223703232e-9	0.11942386326825	0.880576128297347
57118	1164	Q8IU85	P33552	CAMK1D	CKS2	5.01923730322962e-10	0.00259666464806662	0.99740333485001
57118	1472	Q8IU85	P01036	CAMK1D	CST4	0.086796029885228	0.0901604752824891	0.823043494832283
57118	64132	Q8IU85	Q9H1B5	CAMK1D	XYLT2	1.24292909864093e-8	0.185237469869311	0.814762517701398
79714	3728	Q96ER9	P14923	CCDC51	JUP	3.16878743717596e-13	0.00157530896633653	0.998424691033347
79714	4744	Q96ER9	P12036-2	CCDC51	NEFH	0.00269957182717631	0.0152494806188895	0.982050947553934
79714	7051	Q96ER9	P22735	CCDC51	TGM1	1.34469183207011e-12	0.0435488470323591	0.956451152966296
79714	3500	Q96ER9	P01857	CCDC51	IGHG1	1.1796961394038e-6	0.150522447430471	0.84947637287339
79714	383	Q96ER9	P05089-2	CCDC51	ARG1	3.08054625207431e-12	0.0250060099391257	0.974993990057794
79714	7053	Q96ER9	Q08188	CCDC51	TGM3	8.17299691366901e-11	0.0281732730276953	0.971826726890575
79714	79983	Q96ER9	Q8WVV4-1	CCDC51	POF1B	2.75989429837353e-12	0.045021441906043	0.954978558091197
79714	2171	Q96ER9	Q01469	CCDC51	FABP5	4.03532790072242e-12	0.136409500114972	0.863590499880993
79714	2760	Q96ER9	P17900	CCDC51	GM2A	5.5896072801516e-10	0.123292451559652	0.876707547881388
79714	51200	Q96ER9	Q9UI42	CCDC51	CPA4	0.0000272502727336315	0.125913751918155	0.874058997809112
79714	5317	Q96ER9	Q13835-2	CCDC51	PKP1	4.23284983093797e-14	0.0319266149755	0.968073385024458
79714	1041	Q96ER9	Q15517	CCDC51	CDSN	1.04333163403208e-12	0.00836683724551102	0.991633162753446
79714	242	Q96ER9	O75342	CCDC51	ALOX12B	1.22522750420988e-12	0.00213527426027376	0.997864725738501
79714	79887	Q96ER9	Q6P4A8	CCDC51	PLBD1	6.20188982163184e-9	0.000030177466744865	0.999969816331365
79714	5055	Q96ER9	P05120	CCDC51	SERPINB2	5.05280755566822e-9	0.0000168256586815868	0.999983169288511
79714	9333	Q96ER9	O43548-2	CCDC51	TGM5	0.00134848025623978	1.39539752484483e-6	0.998650124346235
79714	342897	Q96ER9	Q6ZVX7	CCDC51	NCCRP1	9.87047947324246e-13	0.0360358905646036	0.963964109434409
79714	11072	Q96ER9	O95147	CCDC51	DUSP14	3.25523857116153e-10	0.0193830933091903	0.980616906365286
79714	11187	Q96ER9	Q9Y446	CCDC51	PKP3	7.15745186109276e-12	0.015509380826301	0.984490619166541
79714	1893	Q96ER9	Q16610-2	CCDC51	ECM1	1.65861154068342e-11	0.0847371640261454	0.915262835957269
79714	55432	Q96ER9	Q5VVQ6-2	CCDC51	YOD1	4.29457438584338e-9	0.0000238391787215349	0.999976156526704
79714	448834	Q96ER9	Q5T749	CCDC51	KPRP	0.00197888224625283	0.0570562138810054	0.940964903872742
30835	10332	Q9NNX6-2	Q9H2X3-8	CD209	CLEC4M	7.5963952748639e-22	3.9762135835232e-18	1.
30835	80139	Q9NNX6-2	Q9H7S9	CD209	ZNF703	4.61036330674687e-8	0.0413122027806916	0.958687751115675
30835	3156	Q9NNX6-2	P04035-2	CD209	HMGCR	7.53861487280622e-12	0.00187169589351343	0.998128304098948
30835	3351	Q9NNX6-2	P28222	CD209	HTR1B	0.0183169834593018	7.38423206507336e-8	0.981682942698378
30835	55295	Q9NNX6-2	Q53HC5	CD209	KLHL26	1.30751774509014e-7	0.149088575182272	0.850911294065954
9411	8925	Q52LW3-2	Q15751	ARHGAP29	HERC1	6.90130011116858e-12	0.23239134168847	0.767608658304629
84173	151516	Q96FG2-6	Q53RT3	ELMOD3	ASPRV1	0.0000800066996948259	0.0645424638840598	0.935377529416245
84173	6278	Q96FG2-6	P31151	ELMOD3	S100A7	1.23244202605893e-10	0.207335948906037	0.792664050970718
51307	5347	Q9NYF3	P53350	FAM53C	PLK1	3.63582557367135e-12	0.00152100519837854	0.998478994797986
51307	9149	Q9NYF3	Q9Y463	FAM53C	DYRK1B	1.96498130673601e-6	4.64060294691566e-8	0.999997988612664
51307	1859	Q9NYF3	Q13627-2	FAM53C	DYRK1A	1.38575210822179e-8	0.0000694811979323219	0.999930504944546
51307	2342	Q9NYF3	P49356	FAM53C	FNTB	0.000067361130600798	0.010392212696062	0.98954042617334
51307	7187	Q9NYF3	Q13114	FAM53C	TRAF3	0.0000328301975016238	0.0100923027684386	0.98987486703406
129804	3309	Q53RD9-2	P11021	FBLN7	HSPA5	6.91501679430821e-15	0.102386797624535	0.897613202375458
129804	444	Q53RD9-2	Q12797	FBLN7	ASPH	9.92296177737616e-11	0.011744224828002	0.988255775072769
129804	51061	Q53RD9-2	Q6PKC3-2	FBLN7	TXNDC11	9.75816747516667e-12	0.0161032122060588	0.983896787784183
129804	1207	Q53RD9-2	P54105	FBLN7	CLNS1A	4.20964211644662e-14	0.0993751414372104	0.900624858562748
129804	55741	Q53RD9-2	Q9BV94-2	FBLN7	EDEM2	4.95425762383329e-9	0.000804385247096722	0.999195609798646
9709	6650	Q15011-2	O75808-2	HERPUD1	SOLH	3.40119090326542e-9	0.0000202850102097437	0.999979711588599
3242	79058	P32754	Q9BZE9-2	HPD	ASPSCR1	0.0034657639024329	0.0189692150079748	0.977565021089592
3294	51290	P37059	Q96RQ1	HSD17B2	ERGIC2	5.41338880487328e-10	0.0673233463853127	0.932676653073348
3294	10150	P37059	Q5VZF2-2	HSD17B2	MBNL2	0.00199914290477061	0.00646837066564533	0.991532486429584
3608	51388	Q12905	Q9Y221	ILF2	NIP7	4.00093745053623e-12	0.0339505970475429	0.966049402948456
3608	400506	Q12905	Q1ED39	ILF2	C16orf88	1.00051180883125e-11	0.0292862121721587	0.970713787817836
3608	55131	Q12905	Q9NW13	ILF2	RBM28	5.5924410526689e-13	0.184664591639233	0.815335408360208
3608	117246	Q12905	Q8IY81	ILF2	FTSJ3	4.15540259281681e-13	0.0669030675508409	0.933096932448744
3608	23196	Q12905	Q9NZB2	ILF2	FAM120A	1.87113858466633e-10	0.072409658502241	0.927590341310645
3608	3609	Q12905	Q12906	ILF2	ILF3	6.25927981189371e-14	0.000920823583448835	0.999079176416489
3608	55342	Q12905	Q96SI9-2	ILF2	STRBP	2.80637421726052e-10	2.223857257185e-6	0.999997775862105
3608	5976	Q12905	Q92900-2	ILF2	UPF1	2.95340969127554e-10	0.0391395479393312	0.960860451765328
3608	4736	Q12905	P62906	ILF2	RPL10A	2.33390633709691e-13	0.249831435372804	0.750168564626963
3608	27067	Q12905	Q9NUL3-2	ILF2	STAU2	1.05723793280365e-14	0.0353646530825135	0.964635346917476
3608	6780	Q12905	O95793-2	ILF2	STAU1	2.5154976754512e-13	0.198017507827406	0.801982492172343
3608	10236	Q12905	O43390-2	ILF2	HNRNPR	1.71043957706259e-10	0.00160813027061865	0.998391869558337
3608	51663	Q12905	Q96KR1	ILF2	ZFR	1.97411387818223e-12	0.0000163191698899892	0.999983680828136
3608	8761	Q12905	Q13310-2	ILF2	PABPC4	1.07959902647645e-10	0.21921713077187	0.78078286912017
3608	6731	Q12905	O76094	ILF2	SRP72	1.21685783620374e-10	0.197680276828082	0.802319723050232
3608	22907	Q12905	Q7L2E3-2	ILF2	DHX30	1.48185776980466e-12	0.0848373737756214	0.915162626222897
3608	1993	Q12905	Q12926-2	ILF2	ELAVL2	1.58633522055738e-9	0.00699941723445595	0.993000581179209
3608	84656	Q12905	Q49A26-2	ILF2	GLYR1	9.92870280828086e-11	0.0686404078825515	0.931359592018161
3608	23369	Q12905	Q8TB72-3	ILF2	PUM2	3.79452438360166e-7	0.000518954987819913	0.999480665559742
3608	4343	Q12905	Q9HCE1	ILF2	MOV10	2.81249831591365e-12	0.0986899466867441	0.901310053310443
3608	10514	Q12905	Q9BQG0-2	ILF2	MYBBP1A	1.48869832217867e-9	0.125010725492109	0.874989273019193
3608	51121	Q12905	Q9UNX3	ILF2	RPL26L1	1.15563414659186e-13	0.0626994125609995	0.937300587438885
3608	51001	Q12905	Q96E29-2	ILF2	MTERFD1	5.66191513871958e-9	0.103336785705404	0.89666320863268
3608	988	Q12905	Q99459	ILF2	CDC5L	5.69744591741623e-12	0.0569512285586669	0.943048771435636
3608	29080	Q12905	Q9P031	ILF2	CCDC59	3.44471173811703e-15	0.206086367850092	0.793913632149905
3608	23378	Q12905	O43159	ILF2	RRP8	1.04496752398508e-11	0.194908049969376	0.805091950020174
3608	3014	Q12905	P16104	ILF2	H2AFX	2.14392573102518e-7	0.00509661172510094	0.994903173882326
3608	10250	Q12905	Q8IYB3-2	ILF2	SRRM1	2.5618200473806e-9	0.197079858266796	0.802920139171384
3608	85364	Q12905	Q9NUD5	ILF2	ZCCHC3	4.00516423720363e-13	0.0446963760336968	0.955303623965903
3608	23367	Q12905	Q6PKG0	ILF2	LARP1	1.95175429996957e-14	0.0335069425142663	0.966493057485714
3608	55646	Q12905	Q9NX58	ILF2	LYAR	6.18933345116403e-13	0.244723627173175	0.755276372826206
3608	23076	Q12905	Q14684-2	ILF2	RRP1B	1.04242077374878e-11	0.222471850153242	0.777528149836334
3608	10153	Q12905	Q03701	ILF2	CEBPZ	5.00105949556907e-10	0.244027805498616	0.755972194001278
3608	4839	Q12905	P46087-2	ILF2	NOP2	5.35943460313891e-11	0.067456758989317	0.932543240957089
